ID Pergunta,Pergunta,RAM (GB),VRAM (GB),Tempo (s),Tokens Gerados,TPS,Temp Max (C),Consumo (Wh)
44,Como funciona a fotossíntese?,20.12,20.72,5.01,103,20.58,50.0,0.433074
45,O que é um buraco negro?,20.12,20.72,2.79,57,20.46,50.0,0.238585
46,Qual a velocidade da luz no vácuo?,20.12,20.72,3.32,68,20.51,50.0,0.283231
47,Por que sentimos frio no inverno?,20.12,20.72,4.09,84,20.53,50.0,0.352667
48,O que são placas tectônicas?,20.12,20.72,2.63,49,18.66,50.0,0.221187
49,Como o som se propaga no espaço?,20.12,20.72,2.40,39,16.27,50.0,0.196978
50,O que é energia renovável?,20.12,20.72,2.88,47,16.31,50.0,0.237286
51,"Se um trem sai às 14h a 80 km/h e outro sai às 15h a 100 km/h na mesma direção, em que horário o segundo alcança o primeiro?",20.12,20.72,8.76,144,16.44,50.0,0.732444
52,"Tenho três caixas, uma com maçãs, outra com laranjas e outra com as duas frutas misturadas, mas todas as etiquetas estão erradas. Tirando uma fruta de uma caixa, como descubro o conteúdo de todas?",20.12,20.72,7.02,115,16.38,50.0,0.586306
53,"Qual o próximo número da sequência: 2, 6, 12, 20, 30, ...?",20.12,20.72,1.72,28,16.24,50.0,0.139111
54,"Um fazendeiro precisa atravessar um rio levando uma raposa, uma galinha e um saco de milho, mas o barco só leva um item por vez e nada pode ficar sozinho com o que come. Como ele resolve isso?",20.12,20.72,4.34,71,16.37,50.0,0.358248
55,"Se hoje é quarta-feira, que dia da semana será daqui a 100 dias?",20.12,20.72,3.54,58,16.39,50.0,0.294673
56,Dois relógios batem juntos ao meio-dia. Um atrasa 2 minutos por hora e o outro adianta 1 minuto por hora. Quando voltarão a bater juntos?,20.12,20.72,7.41,122,16.46,50.0,0.615954
57,Quantos triângulos existem dentro de um pentágono se traçarmos todas as diagonais?,20.12,20.72,4.74,78,16.45,50.0,0.395821
58,"Se 5 máquinas fazem 5 peças em 5 minutos, quanto tempo 100 máquinas levam para fazer 100 peças?",20.12,20.72,3.06,50,16.31,50.0,0.251553
59,Um número par mais um número ímpar sempre resulta em quê?,20.12,20.72,2.02,33,16.32,50.0,0.165897
60,"Se a probabilidade de chover amanhã é 30%, qual a chance de não chover?",20.12,20.72,1.84,30,16.27,50.0,0.149305
61,O que é uma GPU e por que ela é importante para IA?,20.12,20.72,4.74,78,16.47,50.0,0.393488
62,Explica o que é overfitting em treinamento de modelos.,20.12,20.72,4.13,84,20.32,50.0,0.353429
63,O que significa 'fine-tuning' de um modelo de linguagem?,20.12,20.72,3.76,78,20.76,50.0,0.322335
64,Por que modelos de IA precisam de tanta memória?,20.12,20.72,2.28,47,20.61,50.0,0.193723
65,O que é um LoRA no contexto de treinamento de modelos?,20.12,20.72,2.99,62,20.71,50.0,0.255486
66,Qual a diferença entre CPU e GPU no processamento de dados?,20.12,20.72,5.38,112,20.80,50.0,0.466697
67,O que é um supercomputador?,20.12,20.72,2.85,59,20.70,50.0,0.240504
68,Como funciona o processo de tokenização em modelos de linguagem?,20.12,20.72,3.66,76,20.79,50.0,0.313793
69,O que é VRAM e por que ela é um gargalo em treinamentos?,20.12,20.72,3.47,72,20.76,50.0,0.298254
70,Explica de forma simples o que é uma rede neural.,20.12,20.72,3.18,66,20.73,50.0,0.271906
81,Quais foram as principais causas da Inconfidência Mineira?,20.12,20.72,3.03,63,20.77,50.0,0.264030
82,Como está organizada politicamente a federação brasileira?,20.12,20.72,1.89,39,20.58,50.0,0.157506
83,O que foi o Ciclo do Ouro no Brasil colonial?,20.13,20.72,3.85,80,20.80,50.0,0.330188
84,Quais são as regiões geográficas do Brasil?,20.13,20.72,3.56,74,20.79,50.0,0.307251
85,O que caracteriza o bioma da Mata Atlântica?,20.13,20.72,3.04,63,20.73,50.0,0.260230
86,Qual foi a importância da Proclamação da República?,20.14,20.72,1.91,39,20.47,50.0,0.159966
87,O que é o Congresso Nacional e como ele é dividido?,20.14,20.72,2.04,42,20.63,50.0,0.171735
88,Quais rios formam a Bacia Amazônica?,20.14,20.72,2.33,48,20.61,50.0,0.196754
89,O que foi a Revolta da Vacina?,20.14,20.72,3.04,63,20.73,50.0,0.260803
90,Como funciona o sistema de eleições no Brasil?,20.14,20.72,4.32,90,20.83,50.0,0.369920
