ID Pergunta,Pergunta,RAM (GB),VRAM (GB),Tempo (s),Tokens Gerados,TPS,Temp Max (C),Consumo (Wh)
56,Dois relógios batem juntos ao meio-dia. Um atrasa 2 minutos por hora e o outro adianta 1 minuto por hora. Quando voltarão a bater juntos?,19.91,20.35,5.76,119,20.67,50.0,0.494160
57,Quantos triângulos existem dentro de um pentágono se traçarmos todas as diagonais?,19.91,20.35,4.54,94,20.68,50.0,0.392663
58,"Se 5 máquinas fazem 5 peças em 5 minutos, quanto tempo 100 máquinas levam para fazer 100 peças?",19.91,20.35,3.03,62,20.47,50.0,0.257779
59,Um número par mais um número ímpar sempre resulta em quê?,19.91,20.35,0.99,20,20.14,50.0,0.083952
60,"Se a probabilidade de chover amanhã é 30%, qual a chance de não chover?",19.91,20.35,1.47,30,20.41,50.0,0.122926
61,O que é uma GPU e por que ela é importante para IA?,19.91,20.35,7.36,153,20.79,50.0,0.638578
62,Explica o que é overfitting em treinamento de modelos.,19.91,20.35,4.10,85,20.72,50.0,0.352060
63,O que significa 'fine-tuning' de um modelo de linguagem?,19.91,20.35,2.77,57,20.56,50.0,0.234908
64,Por que modelos de IA precisam de tanta memória?,19.91,20.35,2.33,48,20.59,50.0,0.198844
65,O que é um LoRA no contexto de treinamento de modelos?,19.91,20.35,2.91,60,20.65,50.0,0.246301
66,Qual a diferença entre CPU e GPU no processamento de dados?,19.91,20.35,6.39,133,20.81,50.0,0.551769
67,O que é um supercomputador?,19.91,20.35,2.81,58,20.61,50.0,0.239655
68,Como funciona o processo de tokenização em modelos de linguagem?,19.91,20.35,2.33,48,20.56,50.0,0.197785
69,O que é VRAM e por que ela é um gargalo em treinamentos?,19.91,20.35,4.01,83,20.72,50.0,0.342174
70,Explica de forma simples o que é uma rede neural.,19.91,20.35,3.34,69,20.67,50.0,0.283801
81,Quais foram as principais causas da Inconfidência Mineira?,19.92,20.35,5.53,115,20.81,50.0,0.477349
82,Como está organizada politicamente a federação brasileira?,19.92,20.35,3.04,63,20.71,50.0,0.259636
83,O que foi o Ciclo do Ouro no Brasil colonial?,19.93,20.35,5.63,117,20.78,50.0,0.486555
84,Quais são as regiões geográficas do Brasil?,19.93,20.35,2.43,50,20.60,50.0,0.205399
85,O que caracteriza o bioma da Mata Atlântica?,19.93,20.35,3.05,63,20.68,50.0,0.258819
86,Qual foi a importância da Proclamação da República?,19.94,20.35,2.05,42,20.51,50.0,0.173666
87,O que é o Congresso Nacional e como ele é dividido?,19.94,20.35,1.90,39,20.49,50.0,0.159879
88,Quais rios formam a Bacia Amazônica?,19.94,20.35,2.62,54,20.61,50.0,0.223661
89,O que foi a Revolta da Vacina?,19.94,20.35,2.81,58,20.62,50.0,0.239755
90,Como funciona o sistema de eleições no Brasil?,19.94,20.35,1.62,33,20.40,50.0,0.136266
