ID Pergunta,Pergunta,RAM (GB),VRAM (GB),Tempo (s),Tokens Gerados,TPS,Temp Max (C),Consumo (Wh)
58,"Se 5 máquinas fazem 5 peças em 5 minutos, quanto tempo 100 máquinas levam para fazer 100 peças?",20.41,21.51,2.36,48,20.34,50.0,0.198963
59,Um número par mais um número ímpar sempre resulta em quê?,20.41,21.51,5.51,114,20.70,50.0,0.479050
60,"Se a probabilidade de chover amanhã é 30%, qual a chance de não chover?",20.41,21.51,1.48,30,20.32,50.0,0.122081
61,O que é uma GPU e por que ela é importante para IA?,20.41,21.51,3.40,70,20.60,50.0,0.292028
62,Explica o que é overfitting em treinamento de modelos.,20.41,21.51,4.21,87,20.65,50.0,0.365802
63,O que significa 'fine-tuning' de um modelo de linguagem?,20.41,21.51,2.34,48,20.48,50.0,0.198176
64,Por que modelos de IA precisam de tanta memória?,20.41,21.51,2.78,57,20.53,50.0,0.238048
65,O que é um LoRA no contexto de treinamento de modelos?,20.41,21.51,3.02,62,20.56,50.0,0.256713
66,Qual a diferença entre CPU e GPU no processamento de dados?,20.41,21.51,6.27,130,20.75,50.0,0.546711
67,O que é um supercomputador?,20.41,21.51,3.54,73,20.59,50.0,0.304916
68,Como funciona o processo de tokenização em modelos de linguagem?,20.41,21.51,2.77,57,20.55,50.0,0.237831
69,O que é VRAM e por que ela é um gargalo em treinamentos?,20.41,21.51,4.07,84,20.66,50.0,0.350897
70,Explica de forma simples o que é uma rede neural.,20.41,21.51,2.77,57,20.55,50.0,0.236926
81,Quais foram as principais causas da Inconfidência Mineira?,20.41,21.51,3.21,66,20.58,50.0,0.276303
82,Como está organizada politicamente a federação brasileira?,20.41,21.51,4.07,84,20.65,50.0,0.349544
83,O que foi o Ciclo do Ouro no Brasil colonial?,20.41,21.51,4.79,99,20.68,50.0,0.415735
84,Quais são as regiões geográficas do Brasil?,20.41,21.51,2.72,56,20.56,50.0,0.233383
85,O que caracteriza o bioma da Mata Atlântica?,20.41,21.51,3.16,65,20.60,50.0,0.270284
86,Qual foi a importância da Proclamação da República?,20.41,21.51,1.92,39,20.36,50.0,0.160079
87,O que é o Congresso Nacional e como ele é dividido?,20.41,21.51,1.91,39,20.41,50.0,0.160118
88,Quais rios formam a Bacia Amazônica?,20.41,21.51,1.82,37,20.36,50.0,0.152294
89,O que foi a Revolta da Vacina?,20.41,21.51,3.87,80,20.65,50.0,0.335738
90,Como funciona o sistema de eleições no Brasil?,20.41,21.51,3.45,71,20.59,50.0,0.294320
